,D1A_FAIXAID,D2_SEXO,D3_ESCOLA,OCUPA,Q1,Q12P1_B,Q12P2_B,P18,Q502,Q405,D10,majoritarian
1488,7,1,8,4,2,3,2,5,5,5,3,15
1489,2,2,4,1,4,99,99,5,2,5,96,12
1490,4,1,2,1,3,99,99,2,3,3,3,8
1491,4,1,5,3,3,99,99,2,1,2,5,5
1492,3,2,5,1,3,99,99,4,5,5,3,14
1493,6,1,2,4,3,9,2,5,5,1,5,11
1494,6,2,2,3,4,9,2,4,2,2,5,8
1495,4,2,6,1,3,9,2,4,5,5,5,14
1496,3,2,7,4,4,9,2,1,1,1,5,3
1497,6,2,1,4,2,99,98,4,4,4,5,12
1498,4,2,7,4,3,99,99,4,5,5,5,14
1499,6,1,3,4,3,9,2,4,2,2,3,8
1500,6,2,6,4,3,9,2,2,2,2,3,6
1501,3,1,7,1,1,9,2,1,1,1,5,3
1502,4,1,9,3,2,10,2,2,5,4,5,11
1503,3,1,7,1,3,9,2,4,4,5,5,13
1504,7,1,6,4,3,9,2,3,3,3,3,9
1505,4,1,8,1,2,9,2,5,1,1,5,7
1506,5,2,5,1,3,2,2,4,5,3,3,12
1507,2,1,6,1,3,99,99,4,5,4,3,13
1508,3,1,6,1,1,9,2,1,1,1,5,3
1509,5,1,3,2,4,5,1,5,4,1,3,10
1510,4,2,6,3,3,9,2,1,1,5,7,7
1511,3,2,3,3,3,9,1,4,4,2,5,10
1512,2,2,7,3,3,99,1,1,5,4,3,10
1513,3,1,8,1,3,9,2,5,2,1,5,8
1514,7,1,1,4,1,9,2,5,1,2,3,8
1515,6,1,1,4,3,5,1,4,4,4,5,12
1516,4,1,1,3,3,99,99,1,4,1,1,6
1517,4,2,7,1,3,9,2,5,1,5,5,11
1518,6,2,8,1,4,99,99,5,5,3,3,13
1519,3,1,7,1,3,99,99,4,4,1,5,9
1520,5,2,3,4,3,9,2,3,1,1,3,5
1521,4,2,8,1,3,99,99,4,4,4,97,12
1522,2,1,6,3,3,9,2,5,5,4,97,14
1523,5,1,3,3,3,9,2,1,1,1,3,3
1524,5,2,2,4,4,99,99,5,5,5,5,15
1525,6,1,7,1,1,9,2,1,5,3,97,9
1526,4,1,9,4,3,99,99,5,4,5,5,14
1527,2,2,7,1,3,5,1,5,1,2,10,8
1528,6,1,6,4,2,10,50,5,5,2,97,12
1529,5,1,7,4,4,99,99,1,5,5,5,11
1530,7,2,7,4,4,99,99,5,5,1,3,11
1531,4,1,3,4,4,9,99,5,5,5,3,15
1532,3,1,6,1,3,99,99,4,2,2,3,8
1533,4,2,3,1,4,99,99,5,5,5,4,15
1534,2,2,8,4,3,8,1,3,3,2,10,8
1535,5,1,2,1,3,9,2,5,1,1,3,7
1536,4,1,8,1,2,9,2,5,2,1,96,8
1537,2,1,7,4,2,3,1,5,3,5,4,13
1538,3,2,3,2,4,99,99,2,1,1,5,4
1539,4,1,3,1,3,9,2,1,1,5,3,7
1540,5,1,8,1,3,9,2,5,3,5,97,13
1541,7,1,2,4,3,99,99,1,5,5,5,11
1542,2,1,6,3,3,9,2,5,5,5,5,15
1543,4,2,7,4,3,5,1,5,1,2,5,8
1544,3,1,3,2,1,9,2,5,4,5,5,14
1545,4,2,6,2,3,99,99,5,3,3,5,11
1546,3,1,4,3,3,99,99,5,5,5,3,15
1547,4,1,7,2,3,97,97,5,1,4,5,10
1548,4,1,3,1,4,99,2,5,4,1,5,10
1549,7,1,0,4,3,5,1,5,5,5,3,15
1550,3,1,7,1,4,5,1,5,4,5,3,14
1551,6,1,8,1,4,99,99,5,5,1,97,11
1552,4,2,0,3,3,5,1,1,1,1,3,3
1553,1,1,4,4,3,99,99,1,1,2,97,4
1554,3,2,6,3,1,9,2,5,5,1,3,11
1555,2,1,1,3,2,10,50,5,5,5,3,15
1556,7,2,1,4,3,9,2,5,2,4,3,11
1557,4,1,1,3,1,9,2,1,4,1,3,6
1558,6,2,4,1,1,9,2,3,1,1,3,5
1559,7,1,0,4,3,9,2,1,1,2,3,4
1560,3,2,6,1,4,10,50,5,2,3,3,10
1561,5,2,3,4,2,8,2,5,4,1,5,10
1562,4,2,9,4,3,9,2,2,3,4,3,9
1563,1,2,6,1,3,5,1,3,4,4,3,11
1564,6,1,1,3,4,9,2,2,5,4,9,11
1565,3,1,6,2,2,9,2,5,1,5,3,11
1566,5,1,4,3,2,9,2,5,1,4,5,10
1567,5,1,8,4,1,9,2,3,1,2,5,6
1568,2,1,7,4,1,99,99,3,2,5,97,10
1569,7,2,1,4,1,9,1,1,1,1,5,3
1570,4,1,4,4,2,9,2,1,1,2,3,4
1571,4,1,4,3,1,9,2,1,3,5,3,9
1572,4,2,7,3,4,50,50,1,4,5,97,10
1573,3,2,8,1,3,50,50,2,1,3,3,6
1574,2,2,6,4,3,99,99,2,5,2,3,9
1575,3,1,5,1,3,3,1,5,2,2,3,9
1576,6,2,2,3,4,9,2,4,2,4,5,10
1577,2,2,6,4,2,9,2,5,5,1,3,11
1578,2,1,1,3,3,9,2,5,4,1,3,10
1579,7,2,3,4,3,9,2,2,2,5,5,9
1580,5,1,4,3,2,9,2,5,2,4,3,11
1581,4,2,7,1,2,9,2,5,2,5,5,12
1582,3,2,6,1,3,5,2,3,3,3,3,9
1583,4,1,6,2,2,9,97,5,4,5,3,14
1584,3,1,6,3,1,2,2,5,5,5,5,15
1585,2,1,7,1,1,10,2,5,5,5,3,15
1586,5,2,1,4,3,9,2,1,5,2,5,8
1587,5,1,6,3,2,9,2,1,4,2,97,7
1588,4,1,6,1,3,9,2,3,1,4,3,8
1589,5,1,1,2,3,9,2,1,4,5,5,10
1590,3,1,7,1,2,9,2,4,4,4,5,12
1591,6,2,6,2,3,9,2,5,5,1,3,11
1592,3,1,8,1,2,14,2,5,4,5,3,14
1593,4,2,7,4,3,6,2,1,3,2,3,6
1594,2,1,7,1,3,97,97,1,3,1,5,5
1595,5,2,6,4,4,5,1,1,5,4,3,10
1596,6,2,3,4,1,5,1,5,5,3,3,13
1597,2,1,7,4,1,3,1,5,5,4,3,14
1598,5,1,2,3,3,9,2,2,2,2,5,6
1599,2,2,3,4,3,5,99,1,1,1,5,3
1600,3,1,4,3,4,99,99,1,1,1,3,3
1601,7,1,6,4,3,9,2,1,1,5,3,7
1602,5,2,6,1,2,9,2,5,4,4,5,13
1603,3,2,5,1,4,99,1,1,1,1,3,3
1604,3,1,6,1,4,99,2,5,1,1,3,7
1605,4,2,6,1,3,2,2,5,2,4,5,11
1606,5,1,6,3,3,9,2,1,1,4,3,6
1607,4,2,4,1,4,9,2,1,4,5,3,10
1608,2,2,4,1,3,5,1,1,1,1,3,3
1609,5,1,6,1,2,99,99,1,5,5,3,11
1610,3,1,6,1,3,9,2,1,5,2,3,8
1611,6,1,2,3,2,9,2,1,1,1,5,3
1612,2,1,4,3,4,5,99,1,1,1,97,3
1613,5,2,7,4,2,99,99,4,2,1,3,7
1614,4,1,7,4,2,9,2,1,5,1,3,7
1615,3,1,6,1,3,1,2,1,5,2,3,8
1616,6,2,9,3,4,9,2,5,1,3,10,9
1617,7,1,2,3,3,99,99,1,5,5,3,11
1618,3,2,7,4,2,3,2,5,4,5,4,14
1619,7,2,1,4,3,99,2,1,1,1,3,3
1620,2,1,7,1,3,5,1,2,4,4,3,10
1621,5,1,6,3,3,99,99,5,4,5,3,14
1622,5,2,7,1,4,98,1,1,2,5,97,8
1623,6,1,3,4,4,5,1,5,4,5,3,14
1624,6,2,4,4,3,9,2,2,5,1,4,8
1625,7,1,1,4,2,5,1,1,2,1,3,4
1626,5,1,7,1,1,5,1,1,2,2,2,5
1627,6,2,6,4,3,9,2,3,1,2,3,6
1628,4,2,4,4,3,5,1,2,4,2,5,8
1629,3,2,8,1,1,12,60,5,2,2,97,9
1630,4,1,8,4,2,3,1,2,2,2,3,6
1631,2,1,6,4,3,5,1,2,2,2,3,6
1632,4,2,7,4,1,7,2,5,5,4,97,14
1633,3,2,6,1,1,9,2,2,4,4,10,10
1634,5,2,1,3,4,98,1,5,1,5,5,11
1635,2,2,7,1,2,3,1,4,5,5,97,14
1636,4,1,8,3,3,2,50,4,5,4,3,13
1637,4,2,7,1,2,3,1,5,2,5,97,12
1638,7,1,1,4,1,10,2,4,4,1,3,9
1639,2,1,3,3,4,9,2,3,4,3,3,10
1640,3,1,6,1,3,99,99,4,5,4,3,13
1641,5,1,1,1,3,9,2,5,5,5,3,15
1642,5,2,2,4,4,9,2,4,5,4,3,13
1643,6,2,2,1,3,5,1,5,2,5,3,12
1644,2,1,6,3,2,99,2,2,5,2,96,9
1645,4,2,1,4,3,5,1,5,5,5,3,15
1646,3,2,3,4,3,5,2,2,4,2,5,8
1647,2,1,6,4,3,9,2,1,5,5,7,11
1648,5,2,1,3,4,99,1,4,5,5,3,14
1649,5,1,1,4,4,8,60,5,4,4,2,13
1650,3,1,6,3,3,99,99,5,5,5,3,15
1651,4,2,6,4,3,9,2,3,1,5,3,9
1652,5,2,2,4,3,9,2,4,5,5,4,14
1653,3,1,7,4,2,10,50,1,2,5,96,8
1654,7,2,2,4,4,99,99,5,5,4,3,14
1655,7,1,1,4,2,9,2,1,1,5,3,7
1656,5,1,6,3,3,8,99,5,1,5,4,11
1657,2,2,4,1,4,5,1,2,2,2,3,6
1658,6,1,2,1,3,98,98,5,5,5,3,15
1659,6,1,2,3,3,60,2,1,2,2,5,5
1660,3,1,6,4,1,9,2,1,1,2,3,4
1661,4,1,3,4,3,5,1,4,5,1,3,10
1662,4,2,2,3,3,9,2,5,1,1,10,7
1663,3,1,7,1,2,3,1,4,4,5,3,13
1664,6,1,3,4,1,1,2,5,5,5,3,15
1665,4,1,6,3,1,5,1,5,5,2,5,12
1666,6,2,5,1,3,6,2,5,4,1,4,10
1667,3,2,6,1,3,60,1,4,2,4,10,10
1668,2,2,4,4,3,10,2,4,4,3,3,11
1669,4,2,2,4,4,12,1,2,2,2,3,6
1670,7,2,8,4,3,3,50,5,5,5,3,15
1671,6,2,6,4,2,99,2,1,3,1,3,5
1672,3,2,3,3,4,6,1,4,4,5,5,13
1673,6,1,6,3,3,9,2,5,5,4,3,14
1674,5,2,7,1,4,9,2,5,1,2,4,8
1675,4,2,2,1,3,5,1,4,4,2,3,10
1676,7,2,6,2,3,9,2,3,4,4,5,11
1677,7,1,2,4,1,99,2,2,2,2,3,6
1678,6,1,2,4,3,5,1,5,1,2,3,8
1679,7,1,2,4,4,9,2,2,1,4,3,7
1680,5,1,6,3,3,5,1,2,2,2,3,6
1681,6,1,2,2,1,9,2,5,5,1,3,11
1682,3,1,6,1,1,8,2,5,5,3,5,13
1683,4,2,7,1,2,3,1,5,5,2,3,12
1684,4,2,3,4,3,2,50,5,5,5,5,15
1685,5,1,1,3,4,5,1,5,5,5,97,15
1686,5,1,6,3,1,9,2,5,5,5,5,15
1687,3,1,7,4,2,2,2,5,5,4,5,14
1688,4,1,8,4,3,6,2,4,2,2,3,8
1689,2,1,7,1,2,9,2,4,4,5,3,13
1690,5,2,7,1,3,5,2,4,4,5,3,13
1691,6,1,1,3,3,5,1,5,1,4,3,10
1692,4,2,6,4,3,7,2,5,4,4,3,13
1693,2,1,6,4,3,99,99,5,4,5,3,14
1694,2,2,7,3,4,3,1,5,5,2,3,12
1695,6,1,8,2,1,5,1,5,5,2,3,12
1696,7,2,1,4,3,9,2,5,1,2,3,8
1697,3,1,5,1,2,9,2,4,4,2,3,10
1698,3,1,5,1,3,5,1,5,4,4,3,13
1699,4,1,6,3,2,9,2,5,5,2,5,12
1700,3,2,7,4,1,5,1,5,5,5,3,15
1701,2,1,6,4,3,9,2,2,4,4,3,10
1702,2,2,7,4,2,1,1,5,2,5,3,12
1703,3,2,6,3,2,9,2,5,2,5,5,12
1704,4,2,6,1,4,3,60,5,5,1,5,11
1705,7,1,2,4,2,9,2,5,5,5,3,15
1706,5,2,4,3,3,5,1,2,5,5,5,12
1707,6,2,6,4,2,9,2,5,1,2,3,8
1708,6,1,4,4,2,5,1,5,5,4,3,14
1709,6,1,2,3,4,9,2,4,5,1,3,10
1710,4,1,6,3,1,9,2,2,1,1,4,4
1711,3,1,4,3,3,9,2,4,5,5,5,14
1712,5,1,2,4,2,9,2,1,5,1,3,7
1713,3,2,6,4,4,9,2,1,5,5,5,11
1714,2,1,6,3,3,3,2,2,1,1,3,4
1715,5,2,7,1,2,99,99,1,5,5,3,11
1716,3,2,6,1,1,9,2,5,5,5,5,15
1717,5,2,5,4,3,60,50,4,1,1,5,6
1718,3,1,7,4,4,99,99,4,4,4,3,12
1719,2,2,4,4,3,9,2,2,1,2,3,5
1720,7,2,3,4,1,9,2,4,5,1,3,10
1721,2,2,6,1,3,9,2,1,1,2,3,4
1722,6,1,2,4,3,9,2,4,4,2,3,10
1723,5,1,3,2,2,99,99,5,5,4,5,14
1724,6,1,6,2,1,5,1,5,5,1,3,11
1725,6,2,2,4,1,3,1,5,1,5,5,11
1726,5,2,6,1,3,5,2,5,4,5,10,14
1727,2,1,6,1,2,9,2,4,1,5,7,10
1728,3,2,4,4,3,5,1,5,2,2,3,9
1729,4,1,6,1,3,7,2,1,1,1,3,3
1730,6,2,1,1,3,5,1,1,5,5,5,11
1731,7,2,4,4,3,5,1,5,5,1,5,11
1732,5,2,4,1,4,5,1,1,5,1,3,7
1733,3,1,6,1,4,2,2,5,5,1,5,11
1734,3,1,6,1,3,5,99,5,1,1,3,7
1735,6,2,6,2,3,10,1,5,5,5,3,15
1736,6,1,6,1,3,9,2,5,5,1,3,11
1737,2,1,1,3,3,99,99,4,5,5,5,14
1738,3,2,5,1,3,9,2,5,5,5,3,15
1739,5,1,2,1,3,9,2,5,1,1,5,7
1740,3,1,7,1,4,50,2,5,5,5,3,15
1741,3,2,5,3,3,5,1,5,5,5,5,15
1742,3,1,6,1,2,9,2,1,2,4,3,7
1743,5,2,5,1,2,5,1,5,5,5,5,15
1744,4,2,8,1,3,9,2,3,2,4,3,9
1745,5,2,4,3,2,5,1,4,5,5,3,14
1746,6,1,2,3,4,9,2,5,4,5,3,14
1747,7,1,2,4,4,7,1,1,5,3,5,9
1748,2,1,3,3,4,99,1,2,1,2,5,5
1749,3,2,4,3,3,5,2,2,5,5,3,12
1750,3,1,4,3,3,99,99,2,4,2,5,8
1751,3,1,8,1,1,3,1,5,5,5,3,15
1752,5,1,2,1,4,5,1,2,5,5,5,12
1753,4,1,5,4,3,5,1,2,5,2,3,9
1754,7,2,8,4,1,6,60,5,5,4,3,14
1755,5,2,3,3,3,99,99,5,1,1,5,7
1756,4,1,6,1,4,99,99,5,5,5,97,15
1757,4,1,3,3,3,99,99,4,2,2,3,8
1758,6,1,2,3,4,5,1,5,3,3,3,11
1759,3,1,6,1,1,9,2,5,1,5,5,11
1760,5,2,8,1,3,7,99,5,5,5,10,15
1761,2,2,5,4,3,99,99,5,5,5,5,15
1762,3,2,7,2,1,9,2,1,1,1,5,3
1763,6,2,1,4,1,9,2,4,4,4,5,12
1764,2,2,4,4,2,5,1,4,1,4,3,9
1765,3,2,6,1,4,99,99,5,5,5,3,15
1766,4,1,4,1,4,99,99,1,1,1,5,3
1767,6,1,5,4,4,50,50,4,1,2,3,7
1768,4,1,4,3,4,99,99,2,4,5,3,11
1769,5,2,8,1,1,8,1,5,5,5,3,15
1770,2,2,6,4,3,3,1,5,2,4,5,11
1771,2,1,8,4,3,3,1,4,5,2,96,11
1772,4,1,6,3,2,9,2,4,1,5,5,10
1773,6,1,2,4,4,9,2,2,2,2,3,6
1774,6,2,2,1,1,9,2,5,1,5,3,11
1775,2,2,4,4,3,9,2,5,1,5,3,11
1776,4,2,8,3,4,50,50,1,1,1,4,3
1777,2,2,6,4,4,3,1,4,5,5,4,14
1778,3,1,8,1,4,2,50,4,4,5,4,13
1779,3,1,4,3,4,99,99,5,5,5,3,15
1780,6,1,2,4,3,99,99,2,2,1,5,5
1781,4,2,8,1,3,9,2,1,5,3,5,9
1782,3,2,6,1,2,9,2,2,5,5,5,12
1783,3,1,8,1,1,99,99,4,2,4,3,10
1784,5,1,3,4,1,9,2,4,4,5,3,13
1785,5,2,3,1,4,97,97,1,5,5,3,11
1786,5,1,6,3,1,9,2,5,1,5,5,11
1787,5,2,2,3,4,9,2,2,4,2,3,8
1788,6,2,2,4,4,99,99,4,2,2,3,8
1789,2,1,6,4,3,99,99,2,4,4,97,10
1790,7,2,2,4,3,99,99,2,1,1,3,4
1791,4,1,7,3,4,99,99,5,5,5,5,15
1792,5,2,4,3,3,9,2,1,5,5,5,11
1793,6,1,2,3,4,9,2,1,5,1,3,7
1794,4,1,6,1,2,9,2,2,2,1,96,5
1795,5,2,6,4,2,6,1,3,5,5,3,13
1796,2,2,6,1,2,99,99,4,5,5,3,14
1797,3,1,6,1,1,60,2,4,5,4,3,13
1798,7,1,1,4,4,99,99,5,5,2,3,12
1799,3,1,6,1,4,99,99,2,5,5,3,12
1800,2,2,9,4,2,3,99,5,5,5,3,15
1801,7,1,8,2,3,9,2,1,1,5,97,7
1802,3,2,8,1,1,9,2,4,5,4,3,13
1803,2,1,7,4,2,9,2,5,5,4,3,14
1804,5,1,2,4,1,9,2,4,5,1,3,10
1805,1,2,5,3,3,5,1,4,5,5,3,14
1806,4,1,2,3,3,50,50,2,3,3,7,8
1807,5,1,2,1,3,50,1,4,5,1,3,10
1808,2,1,6,2,3,9,2,2,2,2,3,6
1809,5,2,5,3,1,9,2,1,5,1,3,7
1810,3,2,9,1,2,5,1,5,5,5,3,15
1811,6,2,2,4,4,9,2,1,1,5,3,7
1812,6,1,8,4,1,5,1,5,4,5,5,14
1813,7,1,1,3,4,9,2,4,4,2,3,10
1814,5,2,4,1,4,50,2,1,2,5,3,8
1815,3,1,6,1,2,9,2,4,4,2,5,10
1816,7,2,8,1,1,9,2,4,4,5,3,13
1817,4,1,1,1,1,9,2,5,1,5,3,11
1818,2,2,8,4,4,5,1,1,1,2,5,4
1819,4,2,8,3,3,5,99,5,2,1,3,8
1820,7,2,7,1,3,3,2,4,4,2,3,10
1821,4,1,6,3,3,9,2,5,4,1,3,10
1822,2,1,7,4,2,3,1,4,5,5,3,14
1823,3,2,6,1,2,5,1,5,5,2,5,12
1824,4,1,6,3,3,7,1,1,4,2,3,7
1825,4,2,6,4,3,1,2,1,1,1,3,3
1826,5,1,8,1,4,99,99,5,3,3,3,11
1827,4,1,7,3,1,9,2,4,1,5,3,10
1828,3,2,4,4,4,5,2,3,1,2,5,6
1829,4,1,6,4,2,9,2,2,2,5,5,9
1830,2,2,7,4,3,9,60,5,5,5,5,15
1831,5,2,6,1,2,9,2,2,4,1,5,7
1832,3,2,6,4,3,9,2,1,1,1,3,3
1833,5,1,6,3,2,5,1,4,1,5,3,10
1834,4,2,6,4,3,3,50,5,3,4,5,12
1835,6,2,2,1,3,9,2,5,4,1,3,10
1836,6,2,3,3,2,9,2,5,5,5,5,15
1837,3,1,8,1,4,9,2,5,5,5,3,15
1838,4,1,2,2,4,3,60,4,1,4,3,9
1839,4,2,1,3,3,9,2,5,2,1,3,8
1840,2,2,6,4,3,9,2,2,2,1,5,5
1841,2,1,6,3,4,97,97,1,5,5,5,11
1842,3,2,8,1,3,5,1,4,5,4,4,13
1843,6,1,8,4,3,9,2,5,1,5,3,11
1844,2,1,6,4,1,99,99,5,3,1,5,9
1845,5,2,5,4,4,60,2,5,1,5,97,11
1846,7,1,1,4,1,9,2,2,1,2,97,5
1847,4,2,8,3,3,9,2,2,2,5,3,9
1848,3,1,7,3,3,9,2,2,2,2,5,6
1849,3,2,4,1,1,5,1,5,5,5,4,15
1850,4,1,3,3,3,9,2,4,5,1,5,10
1851,3,1,6,3,4,99,99,1,2,4,3,7
1852,2,1,6,4,4,97,97,2,2,1,5,5
1853,5,1,3,1,4,6,2,2,2,5,3,9
1854,2,2,7,4,4,99,99,3,3,3,5,9
1855,3,1,6,1,3,99,99,5,4,5,3,14
1856,3,2,6,4,4,99,99,2,2,4,3,8
1857,2,2,6,1,4,99,99,3,5,3,5,11
1858,5,2,3,4,4,99,99,2,2,1,5,5
1859,2,1,6,4,4,99,99,2,2,4,5,8
1860,4,1,6,4,4,99,99,4,4,5,3,13
1861,4,2,8,1,4,8,50,3,3,4,3,10
1862,6,2,6,4,4,9,2,1,1,2,3,4
1863,6,1,1,4,4,99,99,4,2,2,97,8
1864,5,2,1,1,4,99,99,4,2,3,5,9
1865,4,2,1,1,4,99,99,2,1,2,97,5
1866,5,1,6,3,3,99,99,4,3,2,96,9
1867,5,1,2,1,4,9,2,3,2,2,5,7
1868,2,2,6,4,4,9,2,2,2,2,3,6
1869,3,1,6,4,4,9,2,2,1,2,4,5
1870,4,1,2,3,4,99,99,2,2,1,3,5
1871,3,2,6,1,4,9,2,3,4,4,5,11
1872,4,2,4,3,4,99,99,5,2,1,3,8
1873,3,1,6,3,3,9,2,4,5,4,5,13
1874,2,1,7,3,1,9,2,5,5,2,5,12
1875,7,2,7,4,1,9,2,1,2,1,4,4
1876,3,1,8,1,4,3,2,4,4,1,5,9
1877,2,1,6,4,3,9,2,4,5,5,3,14
1878,5,1,2,1,4,9,2,1,2,2,3,5
1879,4,1,6,1,3,9,2,5,2,4,96,11
1880,3,1,6,4,2,9,2,4,2,2,5,8
1881,1,2,5,4,4,99,99,5,1,2,3,8
1882,3,1,6,1,3,9,2,5,1,1,3,7
1883,4,2,8,3,4,99,60,5,5,5,97,15
1884,3,2,6,4,1,5,1,5,5,5,97,15
1885,2,2,4,4,4,99,99,1,5,4,5,10
1886,4,1,2,1,2,99,99,4,5,2,96,11
1887,3,1,4,3,1,9,2,1,5,2,5,8
1888,3,2,6,1,1,1,50,4,5,4,97,13
1889,2,2,7,4,3,9,2,5,5,4,5,14
1890,4,1,6,3,3,9,2,4,4,2,3,10
1891,4,2,7,1,2,97,99,2,2,1,5,5
1892,6,2,6,1,3,9,2,1,1,2,3,4
1893,5,2,2,4,2,9,2,2,1,4,3,7
1894,2,2,6,1,3,50,99,2,4,2,7,8
1895,5,1,8,3,1,99,99,4,1,5,3,10
1896,7,1,2,3,4,50,50,5,2,1,97,8
1897,2,1,6,4,2,12,50,2,4,3,7,9
1898,3,2,8,3,3,3,60,2,1,2,3,5
1899,4,1,0,1,4,99,99,1,5,5,99,11
1900,4,1,8,1,4,99,99,1,1,2,5,4
1901,4,2,2,4,1,5,1,5,4,1,5,10
1902,5,2,3,1,4,9,2,5,1,5,5,11
1903,2,2,4,1,1,9,2,1,1,4,5,6
1904,1,2,4,4,4,99,99,1,5,5,5,11
1905,5,2,6,4,3,5,1,1,5,5,5,11
1906,5,1,3,4,3,9,2,1,5,5,3,11
1907,3,2,5,4,3,5,99,3,5,1,3,9
1908,4,2,6,4,4,9,2,1,5,5,5,11
1909,6,2,8,1,1,9,2,1,5,1,3,7
1910,6,1,1,4,3,5,1,2,2,2,5,6
1911,5,1,3,3,4,9,2,4,5,5,3,14
1912,6,2,4,1,3,50,60,4,4,5,5,13
1913,4,1,7,4,2,9,2,2,1,1,3,4
1914,3,1,6,3,3,9,2,1,3,3,3,7
1915,2,1,6,1,4,9,2,4,5,5,5,14
1916,5,2,8,4,1,3,1,4,4,4,3,12
1917,4,2,5,3,4,99,99,2,1,1,4,4
1918,2,2,6,4,3,6,50,2,5,5,97,12
1919,7,2,2,4,4,99,99,3,5,5,5,13
1920,3,2,7,3,3,5,1,2,1,2,3,5
1921,4,1,1,1,3,97,97,3,1,1,3,5
1922,5,2,6,4,2,9,2,4,1,1,5,6
1923,5,1,8,1,4,3,60,5,5,4,3,14
1924,4,1,3,3,4,5,1,1,5,5,98,11
1925,5,1,6,4,4,9,99,1,1,1,98,3
1926,6,1,1,1,4,5,1,2,3,5,5,10
1927,3,1,8,1,3,9,2,3,1,4,5,8
1928,4,1,7,4,4,5,1,5,5,5,5,15
1929,3,2,8,4,4,1,99,5,4,5,5,14
1930,4,2,6,4,3,9,2,3,4,5,5,12
1931,2,2,8,3,3,5,1,2,1,5,5,8
1932,4,2,7,1,3,5,1,4,4,4,96,12
1933,6,2,3,4,3,5,1,4,4,5,3,13
1934,5,2,7,1,3,6,50,2,3,4,97,9
1935,2,1,7,1,3,5,1,5,2,2,5,9
1936,7,2,8,4,3,5,1,2,1,1,5,4
1937,3,2,4,4,3,6,2,2,2,2,3,6
1938,1,1,3,3,4,6,1,5,4,4,97,13
1939,7,1,2,4,2,9,2,5,3,4,5,12
1940,4,2,4,4,2,9,2,1,2,2,3,5
1941,6,1,2,1,3,99,99,3,4,4,5,11
1942,2,1,6,1,3,5,50,4,4,5,3,13
1943,3,1,7,1,2,9,2,1,4,2,5,7
1944,2,2,7,4,2,5,1,5,5,5,3,15
1945,5,2,6,4,2,99,99,5,5,2,3,12
1946,4,1,2,3,2,99,99,5,1,1,3,7
1947,7,2,1,4,3,5,1,5,2,4,3,11
1948,5,1,6,3,3,9,2,1,3,3,4,7
1949,3,2,7,3,4,9,2,5,1,5,5,11
1950,5,1,5,3,3,99,1,1,5,1,96,7
1951,4,1,3,1,4,5,1,1,5,2,5,8
1952,3,2,7,4,4,9,2,2,5,5,5,12
1953,3,1,7,1,1,9,2,4,1,5,97,10
1954,3,2,7,4,4,9,2,5,1,5,3,11
1955,4,1,7,2,4,99,99,2,2,5,97,9
1956,3,1,6,1,2,9,2,5,4,5,5,14
1957,3,2,6,4,4,5,1,2,1,5,5,8
1958,4,1,4,3,4,3,1,5,2,5,3,12
1959,3,1,5,1,3,97,99,5,1,5,97,11
1960,4,1,7,1,3,99,99,3,5,5,4,13
1961,7,1,2,3,3,5,1,1,2,1,97,4
1962,5,2,7,3,3,9,2,2,4,4,3,10
1963,7,1,1,3,4,99,2,1,1,2,3,4
1964,2,1,8,1,4,9,2,5,4,3,3,12
1965,6,1,0,4,1,9,2,5,1,1,5,7
1966,4,1,2,4,4,5,1,1,1,2,97,4
1967,2,2,7,4,3,99,2,5,5,5,5,15
1968,5,2,2,1,3,99,99,2,5,4,5,11
1969,2,2,7,1,1,99,99,1,5,1,3,7
1970,6,2,3,2,1,9,2,3,5,2,5,10
1971,2,1,4,4,4,5,99,2,1,1,5,4
1972,4,1,2,1,3,99,99,1,1,1,5,3
